마다, 70, 183
바가, 55, 148
사다, 43, 162
아자, 59, 146
바카, 86, 175
아다, 47, 180
나카, 59, 198
아마, 92, 169
타사, 86, 152
라라, 67, 196
파바, 57, 171
카사, 43, 196
다아, 87, 179
마사, 56, 154
가바, 45, 174
차카, 78, 141
라타, 57, 146
하차, 51, 193
가마, 93, 147
가하, 80, 198
타자, 93, 195
다다, 46, 162
가다, 68, 166
하카, 93, 187
바라, 87, 197
마카, 45, 192
타타, 50, 185
자타, 73, 155
타하, 85, 151
나나, 49, 171
아마, 70, 153
마라, 50, 153
바사, 56, 146
차나, 81, 142
사파, 66, 184
나나, 93, 190
차파, 69, 140
가바, 50, 176
마차, 60, 165
파차, 41, 197
파마, 83, 165
카차, 52, 164
타하, 43, 175
나사, 97, 192
파마, 50, 144
하마, 45, 156
사사, 48, 174
아가, 77, 188
차바, 61, 154
바나, 99, 178
파차, 91, 190
사라, 43, 154
차바, 92, 142
라다, 86, 161
라차, 85, 159
타가, 51, 145
사자, 92, 189
마아, 99, 180
하자, 80, 147
파가, 59, 141
마차, 65, 184
카하, 44, 162
카타, 67, 190
나타, 50, 178
바다, 46, 199
아라, 69, 164
타차, 58, 192
아자, 73, 167
라가, 51, 140
다사, 93, 198
나카, 43, 170
나나, 96, 194
라자, 48, 175
자하, 63, 171
바파, 72, 171
타사, 87, 141
하나, 75, 187
카카, 54, 188
차나, 86, 143
다가, 49, 162
라나, 89, 158
나타, 43, 197
카아, 77, 173
나마, 75, 160
하자, 82, 157
나다, 92, 157
바마, 56, 199
가라, 40, 140
차자, 70, 163
타타, 88, 196
타파, 89, 199
카자, 58, 176
사라, 74, 192
차가, 96, 197
다파, 57, 171
차타, 40, 144
사나, 69, 154
사파, 69, 141
카마, 47, 187
다하, 73, 154
파나, 68, 162
하타, 58, 185
파카, 65, 179
카차, 72, 145
가바, 79, 172
차사, 73, 175
라마, 55, 142
마바, 78, 167
파자, 59, 155
나카, 80, 186
마사, 55, 179
하사, 44, 175
바나, 62, 171
바자, 43, 145
차마, 66, 151
타다, 91, 152
바자, 42, 198
자바, 45, 166
파다, 57, 158
가자, 68, 182
하타, 76, 151
파자, 44, 182
바다, 67, 175
나마, 88, 153
하파, 89, 160
사하, 84, 197
가타, 54, 170
마자, 48, 173
파사, 41, 146
나파, 83, 172
바타, 91, 178
다타, 75, 167
파바, 73, 165
가자, 59, 142
사다, 82, 183
가카, 76, 149
바다, 99, 147
바타, 95, 179
자라, 87, 142
하다, 56, 190
타타, 92, 143
사가, 81, 155
타사, 68, 166
자하, 72, 150
카차, 67, 171
마라, 64, 190
라사, 47, 165
사파, 55, 170
바파, 47, 156
가자, 76, 197
나차, 45, 144
아차, 94, 152
카자, 61, 193
사카, 92, 177
사차, 70, 148
자자, 63, 171
사바, 91, 178
다다, 57, 171
자사, 57, 154
나가, 83, 196
아가, 53, 144
바아, 87, 190
아타, 73, 145
마파, 86, 195
차사, 82, 175
라타, 60, 186
사가, 73, 145
라타, 97, 143
나자, 67, 184
하차, 56, 162
아타, 61, 149
가자, 64, 175
다라, 87, 176
카아, 84, 173
나나, 55, 155
마아, 96, 156
나라, 81, 195
아타, 41, 142
카자, 67, 162
파다, 51, 199
파마, 85, 185
나자, 49, 185
아하, 67, 170
하다, 50, 168
바다, 69, 145
가차, 77, 155
자아, 51, 169
타바, 68, 168
마다, 79, 179
아마, 50, 185
자다, 62, 170
차바, 45, 163
가라, 74, 192
파나, 86, 163
바하, 76, 159
바마, 84, 160
아나, 75, 197
나바, 76, 179
라사, 67, 152
카가, 80, 175
사마, 85, 147
타자, 72, 199
아파, 67, 172
다사, 88, 181
라가, 73, 150
바사, 53, 152
마파, 72, 153
다자, 94, 159
가나, 84, 150
마파, 99, 193
라다, 68, 194
라차, 49, 184
나다, 75, 167
하차, 48, 181
나하, 71, 159
타차, 86, 154
카하, 98, 168
다나, 68, 143
사파, 72, 145
다카, 67, 198
마자, 92, 176
가자, 95, 148
마다, 95, 183
다라, 68, 165
바하, 77, 174
다자, 80, 181
다마, 85, 148
자아, 42, 145
카가, 96, 160
가하, 45, 150
하사, 83, 181
파라, 97, 193
다타, 43, 147
가타, 46, 158
사아, 97, 184
나가, 56, 183
라라, 67, 161
하아, 64, 156
아나, 60, 190
차카, 52, 198
나파, 45, 164
하가, 63, 168
나타, 84, 167
자라, 93, 155
라다, 90, 198
다아, 99, 189
파라, 95, 180
나자, 86, 152
바타, 58, 158
타가, 78, 160
라나, 83, 144
다다, 56, 170
라카, 92, 196
바다, 44, 157
자마, 95, 176
바바, 72, 196
파나, 83, 190
다사, 61, 149
자바, 87, 179
라라, 54, 190
카파, 62, 164
카라, 83, 153
카파, 68, 188
아나, 42, 179
파마, 95, 148
카파, 50, 145
아다, 61, 187
다가, 42, 191
카라, 48, 150
바가, 44, 142
자사, 68, 146
파카, 44, 145
아마, 65, 143
마사, 42, 154
타아, 76, 147
차차, 54, 157
차사, 90, 151
타차, 76, 179
나파, 74, 178
자가, 88, 150
자차, 45, 191
라하, 67, 163
라사, 84, 197
마차, 86, 173
카하, 52, 153
타바, 50, 140
파자, 44, 154
라나, 68, 197
다바, 92, 156
카하, 56, 176
자가, 85, 190
타아, 54, 197
자하, 50, 192
타사, 40, 151
하사, 74, 173
타자, 66, 154
사타, 97, 164
바라, 93, 154
나아, 93, 162
파자, 46, 142
바라, 46, 143
나바, 61, 166
타타, 92, 182
카바, 76, 185
카나, 67, 187
아타, 81, 188
카타, 78, 197
파라, 59, 181
바파, 65, 184
다마, 50, 183
카다, 58, 145
타마, 73, 170
자라, 67, 151
자타, 43, 175
하마, 63, 176
타아, 70, 171
하차, 58, 199
아바, 71, 159
나가, 94, 159
타하, 98, 178
라차, 54, 178
다자, 40, 149
차마, 56, 141
가가, 96, 172
타마, 90, 149
다바, 61, 170
나아, 55, 194
사하, 79, 192
하라, 54, 172
차나, 75, 157
파하, 82, 141
라바, 83, 181
차마, 63, 181
파아, 76, 145
마사, 50, 196
차자, 96, 193
다아, 76, 170
하사, 87, 189
바하, 90, 146
라다, 89, 171
마다, 65, 184
타가, 65, 154
사하, 56, 194
아라, 85, 145
차다, 76, 162
차자, 71, 160
파다, 86, 143
라아, 55, 168
카나, 68, 188
파다, 67, 166
자나, 58, 178
마라, 62, 173
타하, 84, 180
마다, 82, 171
차가, 65, 178
차나, 66, 189
가카, 53, 146
라카, 63, 185
차파, 65, 192
타파, 75, 144
다카, 46, 142
카가, 78, 151
차다, 53, 187
타바, 41, 197
자아, 62, 183
파하, 42, 158
하사, 84, 180
바나, 97, 164
다사, 82, 168
다타, 46, 180
마사, 56, 170
자카, 99, 156
아아, 69, 178
자바, 40, 185
가나, 74, 176
마카, 72, 169
사차, 67, 159
사가, 51, 159
파나, 45, 151
파타, 78, 164
사자, 76, 195
카파, 41, 148
타타, 62, 160
바나, 89, 194
다라, 51, 184
사바, 55, 172
카자, 93, 158
사나, 91, 143
하하, 77, 187
카차, 91, 152
바다, 45, 155
카가, 64, 173
차마, 46, 186
자카, 95, 158
바차, 65, 187
다카, 94, 153
사가, 53, 143
나하, 56, 147
가차, 53, 161
마바, 65, 148
나하, 83, 197
자다, 74, 172
나하, 40, 178
가가, 99, 155
마파, 68, 157
하타, 85, 190
아바, 55, 161
타다, 89, 145
바라, 93, 168
가다, 87, 175
차파, 72, 169
아라, 45, 151
다가, 50, 186
가가, 76, 140
자사, 95, 140
마하, 66, 151
사마, 68, 164
자사, 47, 175
아차, 57, 199
아나, 47, 186
타타, 65, 166
타바, 41, 185
라사, 48, 198
파바, 48, 168
차카, 60, 190
가타, 83, 187
차바, 46, 181
라나, 83, 144
아가, 66, 171
타다, 45, 195
가가, 87, 161
가사, 98, 150
카타, 47, 197
파파, 47, 162
하나, 61, 190
마하, 46, 151
나라, 45, 171
가바, 51, 193
다사, 42, 142
다차, 66, 169
사차, 56, 186
가하, 96, 158
카파, 54, 173
마가, 98, 158
하타, 48, 190
타자, 99, 148
하다, 50, 190
사가, 88, 153
차파, 50, 190
차아, 41, 199
타바, 64, 158
차자, 64, 161
타사, 46, 158
라카, 63, 147
가라, 50, 159
카카, 43, 156
파다, 77, 194
다파, 94, 196
하가, 64, 168
차자, 84, 154
바가, 86, 196
사바, 82, 172
자바, 79, 148
파파, 57, 183
가타, 56, 199
사파, 49, 161
가다, 64, 191
하자, 82, 154
차사, 56, 175
아차, 47, 151
사자, 81, 196
타라, 89, 197
차아, 45, 153
자하, 84, 179
파마, 82, 151
파바, 98, 158
마바, 76, 150
카타, 76, 187
나차, 51, 191
하라, 76, 190
바나, 61, 141
차카, 50, 193
차라, 41, 199
타카, 58, 158
마아, 50, 192
자라, 79, 198
파카, 42, 152
다라, 76, 180
차아, 63, 183
다마, 40, 178
차타, 63, 178
사카, 92, 198
다다, 46, 189
타타, 69, 144
자타, 58, 197
자아, 63, 168
파자, 85, 143
카카, 86, 148
바바, 63, 179
하사, 48, 192
사자, 54, 161
바나, 64, 165
라바, 79, 197
나파, 92, 157
다사, 97, 182
마라, 94, 182
나마, 87, 166
파자, 64, 146
다마, 53, 178
마타, 47, 155
나나, 73, 197
가자, 91, 141
가파, 94, 189
사바, 43, 187
나아, 84, 166
사마, 42, 199
마라, 70, 192
라카, 66, 191
라하, 86, 167
아사, 79, 194
타다, 44, 176
나바, 71, 195
가타, 97, 169
하자, 79, 191
라사, 48, 198
차자, 44, 191
바자, 99, 147
하카, 99, 151
다차, 69, 186
가카, 98, 175
타파, 86, 143
가하, 97, 185
사라, 99, 144
라카, 96, 140
파바, 60, 158
차파, 76, 197
하사, 78, 161
아마, 77, 145
자다, 89, 188
사사, 42, 147
나마, 43, 195
바파, 80, 185
다타, 79, 176
타카, 80, 170
나다, 83, 151
아라, 43, 178
하다, 69, 148
사라, 89, 179
자나, 58, 172
아아, 67, 191
바나, 71, 193
마자, 65, 194
